,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1316,Ribeirão das Neves,MG,486.7775815944358,524.6220988900103,502.9861755802218,520.8524344569291,600.4843592330978
1317,Rio Bonito,RJ,485.2888143176731,511.77792746114017,495.02455958549257,520.164653243848,601.0362694300518
1318,Rio Branco,AC,475.3062434356409,504.2242866407262,489.02924773022096,501.96325125452273,587.4210981409425
1319,Rio Branco do Sul,PR,489.7751968503939,517.4266423357662,499.9182481751825,524.1118110236223,582.7737226277372
1320,Rio Brilhante,MS,466.7766917293233,484.5188340807176,478.08340807174943,494.4604010025062,555.8744394618834
1321,Rio Claro,SP,522.9305389221556,551.4778338945001,532.5413580246914,576.3475449101801,632.8395061728395
1322,Rio Formoso,PE,457.2442495126704,472.51825095057035,463.1977186311787,487.03099415204696,547.3764258555133
1323,Rio Grande,RS,491.39120879120884,520.9811571540263,505.3992181391722,526.9199492814871,582.1422986708366
1324,Rio Grande da Serra,SP,479.83389830508463,523.8513833992095,510.66245059288536,524.2381355932204,580.1581027667984
1325,Rio Largo,AL,461.55194054500436,481.4872941176466,470.5101960784321,494.18216350124004,570.8392156862745
1326,Rio Negrinho,SC,496.5299003322258,523.5356913183278,496.5665594855304,533.504318936877,594.2122186495177
1327,Rio Negro,PR,511.2111111111112,540.0566820276501,510.8783410138253,563.3752525252522,590.8755760368664
1328,Rio Pardo,RS,486.4521551724139,517.0711462450594,505.83873517786526,526.1525862068964,586.0079051383399
1329,Rio Pardo de Minas,MG,473.508940397351,502.61543209876487,487.04444444444425,524.9135761589404,608.5185185185185
1330,Rio Preto da Eva,AM,437.3761904761903,456.9541062801931,430.75652173913016,457.76031746031737,492.8502415458937
1331,Rio Real,BA,466.87252336448574,493.0071556350624,477.44633273703033,496.3758878504672,626.046511627907
1332,Rio Tinto,PB,448.7485197368422,466.9355694227771,448.96973478939174,470.90756578947355,528.4555382215289
1333,Rio Verde,GO,485.5762078765729,510.6754399101459,496.5079745413713,528.6806333739358,607.9970048670909
1334,Rio Verde de Mato Grosso,MS,465.43063063063045,481.46134453781525,471.67899159663875,489.2585585585584,518.9915966386554
1335,Rio das Ostras,RJ,503.3153692614775,535.0538809344395,517.8955538809349,544.0969261477048,624.3858327053504
1336,Rio de Contas,BA,464.71906077348063,490.2883289124668,469.074535809019,504.2019337016573,609.3899204244032
1337,Rio de Janeiro,RJ,509.0960267397532,545.1480379128891,526.4465748223627,563.6621452705128,638.359548733525
1338,Rio do Sul,SC,505.77377192982533,530.6483265306122,506.68073469387735,548.8206140350876,613.6489795918367
1339,Rolim de Moura,RO,475.76183932346794,494.19918946301897,474.594832826748,502.1838266384782,565.0455927051672
1340,Rolândia,PR,504.6140255009107,528.5622608695653,511.7667826086953,553.2085610200368,599.9304347826087
1341,Rondon do Pará,PA,450.8416517055654,473.2922056384744,456.4547263681598,487.14488330341123,559.9336650082919
1342,Rondonópolis,MT,485.70411189753855,509.1031845145174,491.3096784264742,524.5154701718902,579.975023415548
1343,Rorainópolis,RR,452.2918699186991,480.5084615384616,462.81461538461554,457.1821138211384,546.7692307692307
1344,Rosana,SP,480.45884773662556,515.2955999999997,493.2996,519.1621399176952,608.64
1345,Rosário,MA,449.0462908011869,466.16458333333355,453.41111111111104,468.59302670623146,549.1944444444445
1346,Rosário Oeste,MT,445.25425531914914,467.43920265780713,448.0249169435217,472.74432624113473,517.6079734219269
1347,Rosário do Sul,RS,480.489377289377,515.3441471571905,497.13913043478254,524.7985347985348,608.0936454849499
1348,Rubiataba,GO,480.9175531914892,501.2293367346941,492.1630102040816,527.7292553191488,635.3061224489796
1349,Rurópolis,PA,459.4669291338579,481.8345588235293,457.40661764705885,487.3102362204723,562.5
1350,Russas,CE,491.0668737060041,517.6194931773878,503.45945419103344,540.5888198757766,625.7894736842105
1351,Ruy Barbosa,BA,464.9967999999997,485.4148203592816,471.19386227544857,496.4459199999992,554.3413173652694
1352,Sabará,MG,496.59841498559103,532.0513139695712,513.480082987552,538.0966858789631,619.4744121715077
1353,Salgueiro,PE,477.59171974522235,496.4619249394673,485.28698547215544,525.3247770700646,584.1404358353511
1354,Salinas,MG,480.51885057471236,505.1196251378169,488.38676957001076,527.1545977011497,597.2436604189636
1355,Salinópolis,PA,460.25131195335274,481.77683089214406,462.03235685752264,482.69650145772545,552.4367509986685
1356,Salto,SP,511.1362183755001,545.5677540777921,529.9235884567129,569.0235685752325,642.9109159347553
1357,Salto de Pirapora,SP,504.9952191235059,534.1216117216118,517.8677655677656,552.1984063745022,616.1904761904761
1358,Salvador,BA,496.4349207211122,530.6216173062041,511.2061962400214,534.5074228931393,624.2668040175122
1359,Salvaterra,PA,450.21120000000013,470.13015267175547,444.90229007633576,463.5268000000003,546.4503816793894
1360,Sant'Ana do Livramento,RS,480.3953208556149,520.4699126092385,509.6847690387014,527.3901069518716,594.2322097378277
1361,Santa Bárbara,MG,507.382663316583,541.8740046838407,516.5484777517565,563.380150753769,654.192037470726
1362,Santa Bárbara d'Oeste,SP,513.1738197424896,544.3277551020412,530.3921428571433,573.6286480686701,638.0
1363,Santa Cruz,RN,480.1412744388118,502.3975404075887,484.6105411103305,510.93019551049946,589.4588896697119
1364,Santa Cruz do Capibaribe,PE,482.19318181818164,509.0988614800762,492.5518026565468,528.8629679144386,619.2536369386464
1365,Santa Cruz do Rio Pardo,SP,509.9649350649347,545.9804480651734,528.5637474541753,567.0149350649348,627.6171079429736
1366,Santa Cruz do Sul,RS,515.6785842831438,547.0041080472721,525.477152504221,577.5663467306533,667.0343275182893
1367,Santa Fé do Araguaia,TO,441.0747058823531,446.32032967032967,430.554945054945,463.0964705882353,509.7802197802198
1368,Santa Fé do Sul,SP,508.17160883280775,525.7078549848944,522.9474320241691,569.905993690852,639.5770392749245
1369,Santa Helena,MA,448.7678947368422,461.51221945137144,450.39775561097287,472.184210526316,574.8628428927681
1370,Santa Helena,PR,494.67004048582976,526.9038910505836,510.9167315175094,533.5927125506075,580.8560311284047
1371,Santa Helena de Goiás,GO,461.29921568627424,485.64199288256214,478.0236654804272,503.94607843137237,550.0711743772242
1372,Santa Inês,MA,463.35939893930447,481.1982407916449,471.17124793842834,494.55786682380716,586.5530511269928
1373,Santa Isabel,SP,495.77933491686434,532.0273333333331,518.3668888888886,550.4857482185274,610.3555555555556
1374,Santa Isabel do Rio Negro,AM,436.24563106796126,448.11044776119405,434.7940298507463,442.5825242718449,434.92537313432837
1375,Santa Izabel do Pará,PA,465.11942758022616,488.3205490848578,467.2596505823631,486.2803122289679,616.8885191347754
1376,Santa Luzia,MA,451.30118577075126,473.11173184357557,461.71061452513936,490.6893280632415,540.0
1377,Santa Luzia,MG,497.11839392295093,531.4160896130344,512.0210285132373,540.6160065111239,621.6191446028513
1378,Santa Luzia,PB,471.96489533011294,491.30452418096746,475.2943837753513,513.4945249597421,594.6021840873635
1379,Santa Luzia do Paruá,MA,450.4022123893804,463.0442105263156,451.4536842105264,473.44048672566345,557.5157894736842
1380,Santa Maria,RS,517.2525277821254,549.0683242607035,526.4619832278925,563.1979182970723,639.5586288068265
1381,Santa Maria da Boa Vista,PE,450.4797894736841,465.86567460317474,453.9992063492059,486.958947368421,529.8412698412699
1382,Santa Maria da Vitória,BA,475.3787412587415,495.85346666666607,475.4927999999999,510.5980419580415,593.84
1383,Santa Maria de Jetibá,ES,500.86206896551727,526.9419540229885,499.0047892720301,540.3249492900609,605.5172413793103
1384,Santa Maria do Suaçuí,MG,489.1248000000001,500.6425373134327,494.32798507462707,530.7540000000004,611.4179104477612
1385,Santa Quitéria,CE,448.877683956574,471.1222222222219,463.95649122806986,490.919179734621,492.8187134502924
1386,Santa Rita,MA,451.6585820895523,477.7539285714287,462.21714285714313,474.6268656716416,567.5714285714286
1387,Santa Rita,PB,466.33328947368443,492.91424090338745,475.65464240903424,494.417368421053,574.9686323713927
1388,Santa Rita de Cássia,BA,450.57836257309907,465.7353271028037,448.2201869158877,480.5198830409357,558.6915887850467
1389,Santa Rita do Sapucaí,MG,517.5983935742971,544.6877777777772,528.6694444444448,590.7582329317262,662.9629629629629
1390,Santa Rosa,RS,509.9725490196074,539.2522068965512,517.592620689655,559.0972403776334,660.8689655172413
1391,Santa Rosa de Lima,SE,451.5646341463414,466.25365853658514,457.460975609756,474.8097560975609,520.9756097560976
1392,Santa Rosa de Viterbo,SP,494.95174418604626,519.1966666666666,504.156388888889,536.9482558139537,592.8333333333334
1393,Santa Rosa do Purus,AC,476.1866666666666,484.9866666666666,448.0533333333333,488.9333333333333,557.3333333333334
1394,Santa Teresa,ES,513.1513978494623,537.330991735537,513.2223140495867,560.7567741935482,645.0413223140496
1395,Santa Terezinha de Itaipu,PR,492.5559259259259,508.3989510489512,497.740909090909,529.5414814814814,566.3636363636364
1396,Santa Vitória do Palmar,RS,473.7564516129032,496.76000000000016,493.9022784810126,513.490322580645,561.5696202531645
1397,Santaluz,BA,459.8833675564682,489.4101727447221,466.3259117082532,492.575359342916,568.5604606525911
1398,Santana,AP,463.6584784601284,491.8894580863663,471.8240474174427,487.64560036663653,569.6951735817104
1399,Santana,BA,470.65522788203776,483.69190600522165,468.3266318537861,494.67613941018834,599.1122715404699
1400,Santana de Parnaíba,SP,511.30925707547203,541.2378287632907,526.2181869054283,570.1354363207545,633.3743704532736
1401,Santana do Acaraú,CE,459.5904923599319,479.66644951140097,470.801302931596,497.8862478777591,536.28664495114
1402,Santana do Araguaia,PA,437.09132420091333,457.6655462184875,437.2088235294115,463.59771689497745,508.8235294117647
1403,Santana do Cariri,CE,457.03903743315493,470.5323809523809,453.9119047619049,496.3064171122997,547.3333333333334
1404,Santana do Ipanema,AL,467.4524881516586,487.96812080536915,471.56722595078344,502.5023696682461,601.3870246085011
1405,Santarém,PA,476.59043844038194,503.44536813518306,477.8901780325891,501.42457531143947,615.7966203983102
1406,Santiago,RS,489.71044776119265,522.5835117773016,502.0094218415417,531.528702640643,589.7644539614561
1407,Santo Amaro,BA,456.2775204359674,479.83695090439306,468.85180878552995,478.98351498637646,541.2144702842377
1408,Santo André,SP,514.8964200792602,550.457416086131,533.6036352121577,575.1967767503314,633.0056998100064
1409,Santo Antônio,RN,463.9901155327343,491.02120098039245,473.6138480392157,501.82811296533987,595.906862745098
1410,Santo Antônio da Patrulha,RS,484.5406162464986,517.9153439153439,495.7743386243381,529.8053221288512,574.021164021164
1411,Santo Antônio da Platina,PR,489.23090332805054,520.647400611622,506.6889908256879,535.5191759112523,591.1009174311927
1412,Santo Antônio de Jesus,BA,476.3205693664799,504.1977220956719,487.5234244495062,507.5051724137943,598.8382687927107
1413,Santo Antônio de Pádua,RJ,499.9599264705887,532.1297202797209,512.1208041958038,550.897610294117,674.7552447552448
1414,Santo Antônio do Descoberto,GO,462.4594488188976,492.6528650646948,480.31367837338263,492.02618110236193,568.3179297597043
1415,Santo Antônio do Içá,AM,424.15844748858484,439.945606694561,415.4510460251046,443.1351598173513,422.7615062761506
1416,Santo Antônio do Leverger,MT,451.2235294117646,487.93125000000015,461.1326388888887,494.05882352941154,552.7777777777778
1417,Santo Estêvão,BA,455.007731958762,473.3808910891089,460.9175247524752,481.26670103092766,564.3366336633663
1418,Santo Ângelo,RS,498.1014869888468,530.3815170008721,515.9941586748035,547.0202602230486,624.7079337401918
1419,Santos,SP,517.317104610809,550.972601778192,535.2102012166582,579.70674268716,640.2433317735142
1420,Santos Dumont,MG,499.7740518962074,538.794615384615,513.5284615384613,551.9337325349301,637.5
1421,Sapeaçu,BA,455.4148936170214,468.7289655172414,454.0266666666664,479.1063829787233,542.8045977011494
1422,Sapezal,MT,490.6919354838708,509.75571955719573,496.0918819188193,530.1741935483874,609.3726937269373
1423,Sapiranga,RS,495.35965517241425,533.2662480376775,516.035635792779,547.4424137931028,608.2574568288854
1424,Sapucaia do Sul,RS,493.28863387978095,529.3710819009106,512.0084934277052,535.4559562841524,575.1668351870576
1425,Sapé,PB,459.70778642936637,484.3590618336885,467.3495735607675,484.6177975528364,595.863539445629
1426,Saquarema,RJ,493.89353932584305,526.3777483443706,506.40728476821164,530.652247191011,616.7417218543046
1427,Sarandi,PR,477.07995169082125,501.69472527472493,489.7624175824175,501.7169082125602,554.2857142857143
1428,Sarandi,RS,487.494974874372,517.2881927710854,495.9873493975905,519.2312814070349,606.5060240963855
1429,Seabra,BA,468.82489626556077,495.11384615384645,477.8844816053514,507.10103734439826,614.8227424749164
1430,Seara,SC,495.04640287769803,522.0728222996516,495.5407665505223,538.0356115107911,598.6759581881533
1431,Sena Madureira,AC,455.80964187327817,487.62612137203195,469.5662269129287,482.37410468319507,562.9551451187335
1432,Senador Canedo,GO,470.3537861046055,503.280986418871,485.91300929235194,502.25979703356813,589.4496068620443
1433,Senador Guiomard,AC,458.9304761904761,487.18258258258237,468.9912912912916,491.15142857142877,550.3903903903904
1434,Senador Pompeu,CE,463.09219143576826,493.0349514563105,480.12912621359203,505.0788413098239,563.3009708737864
1435,Senhor do Bonfim,BA,472.888506304558,488.3037344398334,473.4134624250805,500.44233753637303,584.9054863992624
1436,Sento Sé,BA,445.45203252032536,468.0947368421052,447.77894736842114,476.35284552845525,559.5488721804511
1437,Seropédica,RJ,482.7816362053954,519.4178160919548,497.777093596059,508.28755439512634,576.4039408866995
1438,Serra,ES,495.1275932341557,525.5498770104057,506.2810596026516,536.433380884452,604.7757805108798
1439,Serra Dourada,BA,462.7000000000002,479.8986666666666,456.71900000000005,496.77000000000027,591.0666666666667
1440,Serra Talhada,PE,481.9355800388853,502.7045538461551,486.9919999999998,523.4154244977314,605.636923076923
1441,Serra do Ramalho,BA,462.0831683168314,478.17857142857144,457.54095238095226,487.3722772277227,589.1428571428571
1442,Serrana,SP,496.6405714285716,529.9983695652172,511.87717391304324,540.7511428571431,636.7934782608696
1443,Serrinha,BA,472.30541436463994,492.5396587383663,476.44519131334005,501.1385635359108,581.9855222337125
1444,Serro,MG,478.5214953271025,502.11148036253775,488.41752265861004,507.7161993769471,567.9154078549849
1445,Sertânia,PE,474.32828282828285,494.71202830188673,479.83372641509425,511.40050505050493,606.1320754716982
1446,Sertãozinho,SP,514.4596651445972,540.4530390738059,524.4718523878441,567.4312024353127,638.3502170767005
1447,Sete Lagoas,MG,515.9036140350865,545.1691181364399,527.3037603993351,573.7915789473678,673.8036605657238
1448,Sete Quedas,MS,453.25771812080535,473.7314814814813,461.26358024691376,494.19932885906036,495.0617283950617
1449,Sidrolândia,MS,476.7868913857676,501.36843971631214,477.37943262411346,499.6438202247192,574.2553191489362
1450,Silves,AM,426.7208888888888,437.2603921568627,416.41803921568595,460.4835555555554,390.27450980392155
1451,Silvânia,GO,478.9273567467653,500.5548885077187,489.29742710120104,521.933271719039,590.7718696397942
1452,Simão Dias,SE,472.9423469387751,494.93353658536597,478.6671951219509,502.46147959183685,618.8780487804878
1453,Simões Filho,BA,474.4763759525819,502.9671987230645,486.44612928970554,504.6889923793401,582.2825219473265
1454,Sinop,MT,497.8334550433581,518.3850192061459,497.01967562953513,539.2707895937912,604.592402902262
1455,Sobradinho,BA,467.75723472668744,492.5963636363639,477.90999999999985,506.2919614147912,555.2727272727273
1456,Sobradinho,RS,485.97619047619025,517.1190476190476,494.46938775510193,525.7091710758374,648.8095238095239
1457,Sobral,CE,489.8663600827766,517.4175980714458,505.0651764190204,548.841940676017,618.4659215428446
1458,Socorro,SP,506.17499999999995,536.9160120845926,520.1993957703927,562.1938311688307,610.6948640483383
1459,Soledade,PB,462.84348739495795,483.96250000000003,463.9701612903227,494.8449579831936,579.516129032258
1460,Soledade,RS,474.6989051094896,505.7617346938771,492.0489795918368,513.8538321167881,593.8775510204082
1461,Solonópole,CE,453.59321608040256,476.0632075471697,464.94268867924586,496.0919597989948,490.2830188679245
1462,Solânea,PB,467.1193033381718,486.6482468443199,468.0256661991591,494.17721335268567,602.6928471248247
1463,Sombrio,SC,490.7372881355937,519.1643344709895,498.82781569965886,535.6455743879475,593.6518771331058
1464,Sooretama,ES,475.23179190751455,493.39735449735474,486.0841269841269,501.3687861271678,586.2433862433862
1465,Sorocaba,SP,518.0112042560041,550.2260790549763,532.99260941996,574.7787522166702,630.1650764803877
1466,Sorriso,MT,487.02363261093944,511.04594078319,491.68748806112734,531.9495356037149,594.5367717287488
1467,Soure,PA,449.83855185909994,460.69262759924436,438.96578449905456,461.4037181996085,595.9168241965973
1468,Sousa,PB,472.59453781512633,492.6790972992969,476.1233814280436,510.13884644766927,614.4654088050314
1469,Sumaré,SP,498.89318323952466,536.5722848664683,520.0160237388727,552.2451532207626,605.6617210682492
1470,Sumé,PB,457.7812790697674,477.1993362831854,463.9615044247787,488.6667441860465,572.0796460176991
1471,Surubim,PE,476.71681514476614,494.9550080342799,485.3645956079273,523.0493875278397,628.8269951794323
1472,Suzano,SP,498.02633654688896,533.9789300411517,518.7217695473232,548.5036809815947,610.2880658436214
1473,São Benedito,CE,463.4303470540765,488.47200622083926,475.9445567651629,505.678531073446,582.5816485225505
1474,São Bento,MA,446.5159774436089,458.5118794326241,444.40904255319145,465.1885338345865,519.0425531914893
1475,São Bento,PB,470.7579734219275,494.19066455696174,482.4553797468355,518.7543189368769,611.3607594936709
1476,São Bento do Sul,SC,508.0711633663364,538.8796930342385,512.9743801652887,560.522277227723,624.8170011806376
1477,São Bento do Una,PE,475.712213740458,493.40073529411785,488.2011029411765,514.8774809160305,594.3382352941177
1478,São Bernardo,MA,445.60192893401046,458.25039062499945,443.59287109374964,465.24010152284296,537.03125
1479,São Bernardo do Campo,SP,513.6854866782711,549.6470520965714,533.8672172808115,573.3351720444505,635.448538754765
1480,São Borja,RS,481.7175953079181,514.3908460471573,502.728294036061,511.3353372434022,574.4521497919557
1481,São Caetano do Sul,SP,526.3632927610494,557.5658174097649,541.3915680922049,593.6594490711086,652.3688201395207
1482,São Caitano,PE,466.01770334928216,488.20135542168686,478.1783132530123,507.18309409888326,598.4036144578313
1483,São Carlos,SP,527.4767416934615,558.0968115196707,537.0295448701462,584.8579849946403,665.6004114168167
1484,São Cristóvão,SE,475.78567375886456,499.18010788941405,481.7239379635866,502.25723404255274,591.1395819285233
1485,São Domingos do Capim,PA,443.5993464052286,457.4585669781933,446.2542056074772,463.0130718954247,558.1931464174455
1486,São Domingos do Maranhão,MA,454.153244592345,479.82704918032766,460.1018032786887,489.2569051580695,584.1639344262295
1487,São Felipe,BA,458.72350993377466,488.3117834394905,467.22802547770704,480.003642384106,582.2929936305733
1488,São Fidélis,RJ,496.5323684210529,531.8404580152674,507.379134860051,540.1786842105263,617.0483460559797
1489,São Francisco,MG,466.07050000000015,489.8028335301063,476.7910271546633,500.5251250000002,569.9409681227863
1490,São Francisco de Itabapoana,RJ,489.13775510204084,515.7157894736844,496.0200956937795,520.4479591836737,618.3732057416267
1491,São Francisco do Conde,BA,455.4623481781377,478.1273076923073,457.2003846153848,469.9947368421053,526.9230769230769
1492,São Francisco do Guaporé,RO,456.4681592039802,466.3812785388124,459.10502283104995,477.0562189054723,537.716894977169
1493,São Francisco do Sul,SC,499.35678233438495,529.1687679083094,515.3836676217768,544.6716088328072,587.9083094555874
1494,São Félix,BA,447.4696000000002,465.91732283464586,454.2708661417319,452.0272,516.8503937007874
1495,São Félix do Araguaia,MT,445.2974522292993,461.7451219512195,455.55975609756075,468.56242038216556,519.5121951219512
1496,São Félix do Xingu,PA,448.5147482014387,469.9178571428567,447.65714285714273,483.2848920863308,540.9090909090909
1497,São Gabriel,BA,479.5675531914896,511.6670050761421,489.9573604060914,523.1718085106382,615.9390862944163
1498,São Gabriel,RS,490.26802218114557,522.8235294117648,508.0468858131488,535.8049907578552,598.4429065743944
1499,São Gabriel da Cachoeira,AM,444.2979238754326,469.6227272727271,451.6127272727275,456.51453287197234,501.030303030303
1500,São Gabriel da Palha,ES,489.36958424507674,514.4727272727278,492.95743801652856,527.9518599562359,611.6528925619834
1501,São Gabriel do Oeste,MS,502.8418410041842,516.255511811024,501.01259842519664,537.9916317991631,605.1181102362204
1502,São Geraldo do Araguaia,PA,448.58853211009153,471.35844155844165,451.6428571428572,471.25733944954146,565.2813852813853
1503,São Gonçalo,RJ,490.3079984393282,526.6965601965611,508.07842751842503,529.462647938614,622.8673218673218
1504,São Gonçalo do Amarante,CE,454.6788378143973,477.75086705202403,476.6672171758873,500.7053772766695,540.4789430222957
1505,São Gonçalo do Amarante,RN,475.16672879776337,511.4833478639927,491.1696599825638,509.9792171481821,592.1708805579773
1506,São Gonçalo do Sapucaí,MG,499.98483754512665,529.0469178082193,508.0321917808223,564.9945848375453,660.9589041095891
1507,São Gonçalo dos Campos,BA,463.8906666666669,476.5396709323582,461.376234003656,480.26380952380975,562.6325411334552
1508,São Gotardo,MG,490.1416012558873,512.2386567164185,500.5146268656713,535.8860282574567,616.8656716417911
1509,São Jerônimo,RS,486.07152103559883,513.8432432432431,498.6651651651655,525.7818770226537,562.2822822822823
1510,São Joaquim,SC,479.50585106382965,513.4426470588236,488.99558823529424,520.7329787234044,543.4313725490196
1511,São Joaquim da Barra,SP,503.8353433835847,524.4222570532919,513.398432601881,555.0654941373527,656.0188087774295
1512,São Joaquim de Bicas,MG,489.20434782608703,522.567816091954,504.99195402298864,531.3832298136645,574.5977011494252
1513,São José,SC,511.80220014194583,544.0825724758415,521.7476507830726,563.1233853797023,621.3795401532823
1514,São José da Lapa,MG,482.7288135593223,520.7016077170415,505.8395498392285,522.9555932203392,593.8263665594856
1515,São José da Tapera,AL,462.17783505154677,486.7264999999996,466.1629999999999,492.0206185567015,583.65
1516,São José de Mipibu,RN,467.525047080979,495.8534759358287,476.0916221033863,495.832015065913,576.4349376114081
1517,São José de Piranhas,PB,468.59057017543824,493.20631578947354,473.8002105263158,516.1304824561405,605.2210526315789
1518,São José de Ribamar,MA,456.55053475935756,483.3307307932543,467.0380387257967,482.86470588235323,559.8126171143035
1519,São José do Belmonte,PE,458.4692446043163,483.53692307692336,473.38512820512807,507.3834532374104,594.2905982905983
1520,São José do Egito,PE,471.346582278481,492.29154589372064,482.49951690821257,516.8960337552735,582.9307568438003
1521,São José do Norte,RS,466.0487804878051,497.50593607305933,476.5936073059361,506.45707317073163,553.8812785388128
1522,São José do Rio Claro,MT,463.2204545454545,486.56304347826074,478.25869565217397,498.16590909090905,556.5217391304348
1523,São José do Rio Pardo,SP,519.8728070175438,544.9095238095236,527.7219387755102,577.9528070175439,665.8503401360545
1524,São José do Rio Preto,SP,530.4278017241377,552.9155935098196,536.2957301451765,587.0900502873571,668.2322801024765
1525,São José dos Campos,SP,534.3459225806466,564.8920271940655,544.259394313968,602.8803483870954,668.1013597033375
1526,São José dos Pinhais,PR,504.4513693270727,539.9617754952311,520.9974688187829,550.0998435054776,603.081438004402
1527,São José dos Quatro Marcos,MT,461.5709459459458,492.53831168831147,470.9792207792206,494.5128378378379,563.7662337662338
1528,São João Evangelista,MG,490.1446666666665,516.3262820512815,502.5247863247868,547.0668888888888,630.1282051282051
1529,São João Nepomuceno,MG,504.0004395604395,525.4283333333332,512.7810416666666,555.0173626373622,650.3333333333334
1530,São João da Baliza,RR,445.24571428571426,453.3383561643835,441.741095890411,455.0885714285715,555.8904109589041
1531,São João da Boa Vista,SP,532.8422535211263,557.7089285714279,538.3453124999996,595.606220657277,682.0758928571429
1532,São João de Meriti,RJ,482.9831013916509,520.5702308304603,504.491456619794,525.6333712013624,603.7410453701247
1533,São João del Rei,MG,509.0625515947472,542.2949857752499,519.1908250355625,564.827879924953,654.3669985775249
1534,São João do Paraíso,MG,484.9327176781005,513.5503797468355,494.78379746835446,544.234036939314,614.4303797468355
1535,São João do Piauí,PI,441.72958057395203,461.9770199370403,448.9285414480588,471.3198675496687,544.4281217208814
1536,São João do Rio do Peixe,PB,466.8004934210522,482.7410459587958,469.11236133121986,503.44539473684273,596.418383518225
1537,São João dos Patos,MA,449.5925482980676,465.4070097604251,452.3362910381544,477.4217111315547,563.3362910381544
1538,São Leopoldo,RS,513.7437195121951,551.9097949886097,531.0075170842831,571.9351219512197,625.865603644647
1539,São Lourenço,MG,506.97975673327505,535.8796694214872,522.4233057851242,563.3499565595145,646.9256198347107
1540,São Lourenço da Mata,PE,474.12697947214076,497.88849162011206,483.39916201117217,502.35507331378227,576.5698324022346
1541,São Lourenço do Oeste,SC,493.11431870669827,522.2186813186812,498.37428571428615,544.65103926097,611.9120879120879
1542,São Lourenço do Sul,RS,489.4559210526312,522.8108280254778,499.8295116772822,534.3401315789476,590.7855626326964
1543,São Luiz Gonzaga,RS,492.51847246891623,517.8531707317076,498.45333333333315,523.3241563055053,578.2764227642276
1544,São Luís,MA,480.2964916792193,510.88133841886116,491.41233009708907,515.2967194445483,612.7940360610263
1545,São Luís de Montes Belos,GO,465.3081002892953,487.3573937153419,477.16099815157065,503.69469623915194,588.18853974122
1546,São Luís do Quitunde,AL,447.5028725314185,472.07796901893283,455.2364888123927,471.5908438061042,563.0292598967297
1547,São Manuel,SP,510.7986270022882,540.2953333333336,523.4388888888886,559.7391304347825,627.0666666666667
1548,São Marcos,RS,492.5031250000002,528.5625730994151,514.8538011695906,541.7112499999998,633.8011695906433
1549,São Mateus,ES,491.98956857694833,516.9640606060605,497.1054545454541,532.2703799098529,598.2060606060606
1550,São Mateus do Maranhão,MA,451.0496567505722,467.88633405639916,453.26268980477204,477.4947368421055,567.3318872017354
1551,São Mateus do Sul,PR,501.4932558139535,533.2757238307348,511.4915367483295,540.717906976744,599.109131403118
1552,São Miguel,RN,478.0850122850124,502.71862396204034,491.19335705812506,520.7851351351351,621.6607354685647
1553,São Miguel Arcanjo,SP,501.18551401869206,533.168,517.3031111111112,550.4841121495326,609.3333333333334
1554,São Miguel do Araguaia,GO,455.653663366337,484.2949814126391,471.61152416356884,492.6405940594066,594.5724907063197
1555,São Miguel do Guamá,PA,453.59999999999997,477.5333044232434,456.46131830008665,475.4154761904758,585.1864700780573
1556,São Miguel do Guaporé,RO,466.5986899563318,488.1930894308946,467.0239837398374,496.4589519650653,556.9918699186992
1557,São Miguel do Iguaçu,PR,494.8054054054051,521.7467625899284,504.54352517985615,544.0640926640924,588.9208633093525
1558,São Miguel do Oeste,SC,502.5762948207172,528.5722960151811,506.9090132827322,542.6047808764937,627.3434535104365
1559,São Miguel dos Campos,AL,460.275723830735,482.5457142857145,471.83608465608455,499.8455456570155,603.4708994708994
1560,São Paulo,SP,515.0529597009888,550.9641769171478,533.3946371869953,571.4254308164033,630.0020517229588
1561,São Paulo de Olivença,AM,430.225482625483,451.8159574468085,433.61950354609957,447.8648648648648,467.3758865248227
1562,São Pedro da Aldeia,RJ,498.8270949720664,529.6586525759577,514.9470277410824,542.9877094972063,614.8745046235139
1563,São Pedro do Piauí,PI,448.22461538461545,479.7307317073169,455.4600000000003,485.62461538461577,553.3658536585366
1564,São Raimundo Nonato,PI,448.8017830609203,468.4030496453895,451.09503546099234,479.36099554234795,559.3900709219859
1565,São Raimundo das Mangabeiras,MA,450.09886363636355,465.83108695652186,441.32347826086936,471.5931818181819,546.0869565217391
1566,São Romão,MG,446.478205128205,468.7464285714285,452.4511904761905,473.2089743589744,533.3333333333334
1567,São Roque,SP,513.4869448183039,544.4806201550387,526.4121447028423,567.1317631224767,629.2764857881137
1568,São Sebastião,SP,494.0925274725276,522.1826883910392,511.956822810591,539.0859340659342,592.5865580448066
1569,São Sebastião da Boa Vista,PA,450.9613272311213,477.70543478260817,455.63239130434783,467.26636155606445,550.695652173913
1570,São Sebastião de Lagoa de Roça,PB,480.37350000000026,505.7028436018959,483.67867298578216,504.0590000000003,615.3554502369668
1571,São Sebastião do Paraíso,MG,504.97367853290154,536.4422606924649,519.8721995926679,568.4718446601938,671.9551934826884
